PROFILE_CODE,PROFILE_TYPE,ORGANIC_MATTER_to_ORGANIC_CARBON_RATIO,TOGVOC,CATEGORY_LEVEL_1_Generation_Mechanism,CATEGORY_LEVEL_2_Sector_Equipment
293022.5,PM,,,Combustion,Industrial; Metal; Smelter; Furnace
2930230,PM,,,Combustion,Industrial; Metal; Smelter; Furnace
29302C,PM,,,Combustion,Industrial; Metal; Smelter; Furnace
2930310,PM,,,Combustion,Industrial; Metal; Smelter
293032.5,PM,,,Combustion,Industrial; Metal; Smelter
2930330,PM,,,Combustion,Industrial; Metal; Smelter
29303C,PM,,,Combustion,Industrial; Metal; Smelter
2930410,PM,,,Combustion,Industrial; Metal; Sintering
293042.5,PM,,,Combustion,Industrial; Metal; Sintering
2930430,PM,,,Combustion,Industrial; Metal; Sintering
29304C,PM,,,Combustion,Industrial; Metal; Sintering
2930510,PM,,,Combustion,Industrial; Metal; Smelter; Furnace
293052.5,PM,,,Combustion,Industrial; Metal; Smelter; Furnace
2930530,PM,,,Combustion,Industrial; Metal; Smelter; Furnace
29305C,PM,,,Combustion,Industrial; Metal; Smelter; Furnace
2930610,PM,,,Combustion,Industrial; Metal; Furnace
293062.5,PM,,,Combustion,Industrial; Metal; Furnace
2930630,PM,,,Combustion,Industrial; Metal; Furnace
29306C,PM,,,Combustion,Industrial; Metal; Furnace
2930710,PM,,,Combustion,Industrial; Metal; Furnace
293072.5,PM,,,Combustion,Industrial; Metal; Furnace
2930730,PM,,,Combustion,Industrial; Metal; Furnace
29307C,PM,,,Combustion,Industrial; Metal; Furnace
2930910,PM,,,Combustion,Industrial; Metal; Sintering
293092.5,PM,,,Combustion,Industrial; Metal; Sintering
2930930,PM,,,Combustion,Industrial; Metal; Sintering
29309C,PM,,,Combustion,Industrial; Metal; Sintering
2931010,PM,,,Combustion,Industrial; Metal; Smelter
293102.5,PM,,,Combustion,Industrial; Metal; Smelter
2931030,PM,,,Combustion,Industrial; Metal; Smelter
29310C,PM,,,Combustion,Industrial; Metal; Smelter
2931110,PM,,,Combustion,Industrial; Metal
293112.5,PM,,,Combustion,Industrial; Metal
2931130,PM,,,Combustion,Industrial; Metal
29311C,PM,,,Combustion,Industrial; Metal
2933010,PM,,,Combustion,Industrial; Metal; Smelter
293302.5,PM,,,Combustion,Industrial; Metal; Smelter
2933030,PM,,,Combustion,Industrial; Metal; Smelter
29330C,PM,,,Combustion,Industrial; Metal; Smelter
2950110,PM,,,Combustion,Industrial; Metal
295012.5,PM,,,Combustion,Industrial; Metal
2950130,PM,,,Combustion,Industrial; Metal
29501C,PM,,,Combustion,Industrial; Metal
2950210,PM,,,Combustion,Industrial; Metal
295022.5,PM,,,Combustion,Industrial; Metal
2950230,PM,,,Combustion,Industrial; Metal
29502C,PM,,,Combustion,Industrial; Metal
3001,GAS,,1,Volatilization,Pesticides
3002,GAS,,156.234375,Microbial,Landfill
3003,GAS,,1.395868182,Microbial,Wastewater Treatment
3004,GAS,,1,Volatilization,Consumer Products
3005,GAS,,1.048657775,Volatilization,Consumer Products
3006,GAS,,1.760253429,Volatilization,Consumer Products
3007,GAS,,1.181614041,Volatilization,Consumer Products
3008,GAS,,1.063038111,Volatilization,Consumer Products
3009,GAS,,1.113337755,Volatilization,Consumer Products
3010,GAS,,1.149390936,Volatilization,Consumer Products
3011,GAS,,1.155632615,Volatilization,Consumer Products
3012,GAS,,1,Volatilization,Consumer Products
3013,GAS,,1.278282046,Volatilization,Consumer Products
3014,GAS,,1.573069096,Volatilization,Consumer Products
3015,GAS,,1,Volatilization,Consumer Products
3016,GAS,,1,Volatilization,Consumer Products
3017,GAS,,1,Volatilization,Consumer Products
3018,GAS,,1,Volatilization,Consumer Products
3019,GAS,,1,Volatilization,Consumer Products
3020,GAS,,1.035943627,Volatilization,Consumer Products
3021,GAS,,1.023436666,Volatilization,Consumer Products
3022,GAS,,2.581977844,Volatilization,Consumer Products
3023,GAS,,1,Volatilization,Consumer Products
3024,GAS,,1.772735357,Volatilization,Consumer Products
3025,GAS,,1.085903525,Volatilization,Consumer Products
3026,GAS,,1,Volatilization,Consumer Products
3027,GAS,,1,Volatilization,Consumer Products
3028,GAS,,2.200000048,Volatilization,Consumer Products
3029,GAS,,1.278665423,Volatilization,Consumer Products
3030,GAS,,1.030715346,Volatilization,Consumer Products; Degreasing
3031,GAS,,1.210093141,Volatilization,Consumer Products; Degreasing
3032,GAS,,1.022385716,Volatilization,Consumer Products
3033,GAS,,1.258970141,Volatilization,Consumer Products
3034,GAS,,1.55231297,Volatilization,Consumer Products
3035,GAS,,1.073982596,Volatilization,Consumer Products
3036,GAS,,1,Volatilization,Consumer Products
3037,GAS,,1,Volatilization,Consumer Products
3038,GAS,,1.098187804,Volatilization,Consumer Products
3039,GAS,,2.374554873,Volatilization,Consumer Products
3040,GAS,,1.273456454,Volatilization,Consumer Products
3041,GAS,,1.021139741,Volatilization,Consumer Products
3042,GAS,,1.168887377,Volatilization,Consumer Products
3043,GAS,,1,Volatilization,Consumer Products
3044,GAS,,1,Volatilization,Consumer Products
3045,GAS,,1,Volatilization,Consumer Products
3046,GAS,,1,Volatilization,Consumer Products
3047,GAS,,1,Volatilization,Consumer Products
3048,GAS,,1,Volatilization,Consumer Products
3049,GAS,,1,Volatilization,Consumer Products
3050,GAS,,1,Volatilization,Consumer Products
3051,GAS,,1.004318118,Volatilization,Consumer Products
3052,GAS,,1.060445428,Volatilization,Consumer Products
3053,GAS,,1.000900865,Volatilization,Consumer Products
3054,GAS,,1,Volatilization,Consumer Products
3055,GAS,,1.005530477,Volatilization,Consumer Products
3056,GAS,,1,Volatilization,Consumer Products
3057,GAS,,1,Volatilization,Consumer Products
3058,GAS,,1,Volatilization,Consumer Products
3059,GAS,,1,Volatilization,Consumer Products
3060,GAS,,1,Volatilization,Consumer Products
3061,GAS,,1,Volatilization,Consumer Products
3062,GAS,,1.082467556,Volatilization,Consumer Products
3063,GAS,,1.009387255,Volatilization,Consumer Products
3064,GAS,,1.018643022,Volatilization,Consumer Products
3065,GAS,,1.00260675,Volatilization,Consumer Products
3066,GAS,,1,Volatilization,Consumer Products
3067,GAS,,1.008064508,Volatilization,Consumer Products
3068,GAS,,1.008165359,Volatilization,Consumer Products; Degreasing
3069,GAS,,1.071336746,Volatilization,Consumer Products; Degreasing
3070,GAS,,1,Volatilization,Consumer Products
3071,GAS,,1,Volatilization,Consumer Products
3072,GAS,,1.013067245,Volatilization,Consumer Products
3073,GAS,,1,Volatilization,Consumer Products
3074,GAS,,1,Volatilization,Consumer Products
3075,GAS,,1,Volatilization,Consumer Products
3076,GAS,,1,Volatilization,Consumer Products
3077,GAS,,1,Volatilization,Consumer Products
3078,GAS,,1,Volatilization,Consumer Products
3079,GAS,,1,Volatilization,Consumer Products
3080,GAS,,1,Volatilization,Consumer Products
3081,GAS,,1,Volatilization,Consumer Products
3082,GAS,,1,Volatilization,Consumer Products
3083,GAS,,1,Volatilization,Consumer Products
3084,GAS,,1,Volatilization,Consumer Products
3085,GAS,,1,Volatilization,Consumer Products
3086,GAS,,1.023124933,Volatilization,Consumer Products
3087,GAS,,1,Volatilization,Consumer Products
3088,GAS,,1.014095902,Volatilization,Consumer Products
3089,GAS,,1.018639207,Volatilization,Consumer Products
3090,GAS,,1.045031905,Volatilization,Consumer Products
3091,GAS,,1.008369446,Volatilization,Consumer Products
3092,GAS,,1.017811656,Volatilization,Consumer Products
3093,GAS,,2.129204035,Volatilization,Consumer Products
3094,GAS,,1,Volatilization,Consumer Products
3095,GAS,,1,Volatilization,Consumer Products
3096,GAS,,1,Volatilization,Consumer Products
3097,GAS,,1,Volatilization,Consumer Products
3098,GAS,,1,Volatilization,Consumer Products
3099,GAS,,1,Volatilization,Consumer Products
3100,GAS,,1.806358337,Volatilization,Consumer Products
3101,GAS,,17.1232872,Volatilization,Consumer Products
3102,GAS,,1,Volatilization,Consumer Products
3103,GAS,,1.184272885,Volatilization,Consumer Products
3104,GAS,,1,Volatilization,Consumer Products
3105,GAS,,1.47153151,Volatilization,Consumer Products
3106,GAS,,1.001101375,Volatilization,Consumer Products
3107,GAS,,1,Volatilization,Consumer Products
3108,GAS,,1.023020267,Volatilization,Consumer Products
3109,GAS,,1.108389616,Volatilization,Consumer Products
3110,GAS,,1.383646965,Volatilization,Consumer Products
3110110,PM,,,Combustion,Mobile; Onroad; Light Duty
311012.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3110130,PM,,,Combustion,Mobile; Onroad; Light Duty
31101C,PM,,,Combustion,Mobile; Onroad; Light Duty
3110210,PM,,,Combustion,Mobile; Onroad
311022.5,PM,,,Combustion,Mobile; Onroad
3110230,PM,,,Combustion,Mobile; Onroad
31102C,PM,,,Combustion,Mobile; Onroad
3110310,PM,,,Combustion,Mobile; Onroad; Light Duty
311032.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3110330,PM,,,Combustion,Mobile; Onroad; Light Duty
31103C,PM,,,Combustion,Mobile; Onroad; Light Duty
3110410,PM,,,Combustion,Mobile; Onroad; Light Duty
311042.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3110430,PM,,,Combustion,Mobile; Onroad; Light Duty
31104C,PM,,,Combustion,Mobile; Onroad; Light Duty
3110510,PM,,,Combustion,Mobile; Onroad; Light Duty
311052.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3110530,PM,,,Combustion,Mobile; Onroad; Light Duty
31105C,PM,,,Combustion,Mobile; Onroad; Light Duty
3110610,PM,,,Combustion,Mobile; Onroad
311062.5,PM,,,Combustion,Mobile; Onroad
3110630,PM,,,Combustion,Mobile; Onroad
31106C,PM,,,Combustion,Mobile; Onroad
3110710,PM,,,Combustion,Mobile; Onroad
311072.5,PM,,,Combustion,Mobile; Onroad
3110730,PM,,,Combustion,Mobile; Onroad
31107C,PM,,,Combustion,Mobile; Onroad
3110810,PM,,,Combustion,Mobile; Onroad
311082.5,PM,,,Combustion,Mobile; Onroad
3110830,PM,,,Combustion,Mobile; Onroad
31108C,PM,,,Combustion,Mobile; Onroad
3111,GAS,,1.077005982,Volatilization,Consumer Products
3112,GAS,,1.116957068,Volatilization,Consumer Products
3113,GAS,,1.179245234,Volatilization,Consumer Products
3114,GAS,,3.654000759,Volatilization,Consumer Products
3115,GAS,,1.001401782,Volatilization,Consumer Products
3116,GAS,,1,Volatilization,Consumer Products
3117,GAS,,1,Volatilization,Consumer Products
3118,GAS,,1,Volatilization,Consumer Products
3119,GAS,,1,Volatilization,Consumer Products
3120,GAS,,1,Volatilization,Consumer Products
3120110,PM,,,Combustion,Mobile; Onroad; Light Duty
312012.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3120130,PM,,,Combustion,Mobile; Onroad; Light Duty
31201C,PM,,,Combustion,Mobile; Onroad; Light Duty
3120210,PM,,,Combustion,Mobile; Onroad; Light Duty
312022.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3120230,PM,,,Combustion,Mobile; Onroad; Light Duty
31202C,PM,,,Combustion,Mobile; Onroad; Light Duty
3120310,PM,,,Combustion,Mobile; Onroad; Light Duty
312032.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3120330,PM,,,Combustion,Mobile; Onroad; Light Duty
31203C,PM,,,Combustion,Mobile; Onroad; Light Duty
3121,GAS,,1,Volatilization,Consumer Products
3122,GAS,,1,Volatilization,Consumer Products
3123,GAS,,1.104850292,Volatilization,Consumer Products
3123010,PM,,,Combustion,Mobile; Onroad; Light Duty
312302.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3123030,PM,,,Combustion,Mobile; Onroad; Light Duty
31230C,PM,,,Combustion,Mobile; Onroad; Light Duty
3124,GAS,,1.440380216,Volatilization,Surface Coatings; Aerosol
3125,GAS,,1.537267566,Volatilization,Surface Coatings; Aerosol
3126,GAS,,1.082476497,Volatilization,Surface Coatings; Aerosol
3127,GAS,,1.134013653,Volatilization,Surface Coatings; Aerosol
3128,GAS,,1.501275659,Volatilization,Surface Coatings; Aerosol
3129,GAS,,1.431515694,Volatilization,Surface Coatings; Aerosol
3130,GAS,,1.427001595,Volatilization,Surface Coatings; Aerosol
3131,GAS,,1.48728621,Volatilization,Surface Coating; Autos
3132,GAS,,1.467067599,Volatilization,Surface Coating; Autos
3133,GAS,,1.675603271,Volatilization,Surface Coating; Autos
3134,GAS,,1.657550097,Volatilization,Surface Coating; Autos
3135,GAS,,1.07054162,Volatilization,Surface Coating; Traffic Paints
3136,GAS,,1.268391728,Volatilization,Surface Coatings; Aerosol
3137,GAS,,1.473412871,Volatilization,Surface Coatings
3138,GAS,,1.566551805,Volatilization,Surface Coatings; Aerosol
3139,GAS,,1.037232995,Volatilization,Surface Coating; Architectural
3140,GAS,,1.002102733,Volatilization,Surface Coating; Architectural
3141,GAS,,1.03604722,Volatilization,Surface Coatings
3142,GAS,,1.195958853,Volatilization,Consumer Products
3143,GAS,,1.372495174,Volatilization,Consumer Products
3144,GAS,,1.567957401,Volatilization,Consumer Products
3145,GAS,,1.004520297,Volatilization,Consumer Products
3146,GAS,,1.014404535,Volatilization,Consumer Products
3147,GAS,,1.156354785,Volatilization,Consumer Products
3148,GAS,,1,Volatilization,Consumer Products
3149,GAS,,1.421119928,Volatilization,Surface Coatings; Aerosol
3150,GAS,,1.08471632,Combustion,Mobile; Onroad; Light Duty
3151,GAS,,1.081665754,Combustion,Mobile; Onroad; Light Duty
3152,GAS,,1,Volatilization,Mobile
3153,GAS,,1.00431335,Volatilization,Mobile
3156,PM,,,Dust,Mobile; Onroad
3157,PM,,,Dust,Mobile; Onroad
3158,PM,,,Combustion,Mobile; Onroad
3161,GAS,,1.138433456,Combustion,Mobile; Nonroad
3162,GAS,,1.067919731,Combustion,Mobile; Onroad; Light Duty
3163,GAS,,1.234415531,Combustion,Mobile; Onroad; Light Duty
3164,GAS,,1,Volatilization,Mobile
3165,GAS,,16.66666603,Volatilization,Degreasing
3166,GAS,,11.6279068,Volatilization,Degreasing
3167,GAS,,15.38461494,Volatilization,Degreasing
3168,GAS,,25,Volatilization,Degreasing
3169,GAS,,25,Volatilization,Degreasing
3170,GAS,,50,Volatilization,Degreasing
3171,GAS,,2.857142925,Volatilization,Degreasing
3172,GAS,,1,Volatilization,Degreasing
3173,GAS,,1,Volatilization,Degreasing
3174,GAS,,1,Volatilization,Degreasing
3175,GAS,,1,Volatilization,Degreasing
3176,GAS,,1,Volatilization,Degreasing
3177,GAS,,1,Volatilization,Degreasing
3178,GAS,,1,Volatilization,Degreasing
3179,GAS,,1,Volatilization,Degreasing
3180,GAS,,1,Volatilization,Degreasing
3181,GAS,,1.003009081,Volatilization,Degreasing
3182,GAS,,1.003009081,Volatilization,Degreasing
3183,GAS,,2.623983145,Volatilization,Degreasing
3184,GAS,,3.122073174,Volatilization,Degreasing
3185,GAS,,1.089680672,Volatilization,Degreasing
3186,GAS,,76.91538239,Volatilization,Degreasing
3187,GAS,,2.457002401,Volatilization,Degreasing
3190,PM,,,Combustion,Electric Generation; Boiler
3191,PM,,,Combustion,Electric Generation; Boiler
3192,PM,,,Combustion,Electric Generation; Boiler
3193,PM,,,Combustion,Electric Generation; Boiler
3194,PM,,,Combustion,Electric Generation; Boiler
3195,PM,,,Combustion,Boiler
3196,PM,,,Dust,Agriculture
3197,PM,,,Dust,Road
3198,PM,,,Dust,Road
3199,PM,,,Dust,Road
3200,PM,,,Dust,Road
3201,PM,,,Dust,Road
3202,PM,,,Dust,Road
3203,PM,,,Dust,Road
3204,PM,,,Dust,Road
3205,PM,,,Combustion,Mobile; Onroad
3206,PM,,,Combustion,Mobile; Onroad
3207,PM,,,Combustion,Mobile; Onroad
3208,PM,,,Combustion,Mobile; Onroad
3209,PM,,,Combustion,Mobile; Onroad
3210,PM,,,Combustion,Mobile; Onroad
3210110,PM,,,Combustion,Mobile; Onroad; Light Duty
321012.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3210130,PM,,,Combustion,Mobile; Onroad; Light Duty
32101C,PM,,,Combustion,Mobile; Onroad; Light Duty
3210210,PM,,,Combustion,Mobile; Onroad; Light Duty
321022.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3210230,PM,,,Combustion,Mobile; Onroad; Light Duty
32102C,PM,,,Combustion,Mobile; Onroad; Light Duty
3210310,PM,,,Combustion,Mobile; Onroad; Light Duty
321032.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3210330,PM,,,Combustion,Mobile; Onroad; Light Duty
32103C,PM,,,Combustion,Mobile; Onroad; Light Duty
3210410,PM,,,Combustion,Mobile; Onroad; Light Duty
321042.5,PM,,,Combustion,Mobile; Onroad; Light Duty
3210430,PM,,,Combustion,Mobile; Onroad; Light Duty
32104C,PM,,,Combustion,Mobile; Onroad; Light Duty
3211,PM,,,Combustion,Mobile; Onroad
3212,PM,,,Combustion,Mobile; Onroad
3213,PM,,,Combustion,Mobile; Onroad
3214,PM,,,Combustion,Mobile; Onroad
3215,PM,,,Combustion,Mobile; Onroad
3216,PM,,,Combustion,Mobile; Onroad
3217,PM,,,Combustion,Mobile; Onroad
3218,PM,,,Combustion,Mobile; Onroad
3219,PM,,,Combustion,Mobile; Onroad
3220,PM,,,Combustion,Mobile; Onroad
3220210,PM,,,Combustion,Mobile; Onroad
322022.5,PM,,,Combustion,Mobile; Onroad
3220230,PM,,,Combustion,Mobile; Onroad
32202C,PM,,,Combustion,Mobile; Onroad
3220310,PM,,,Combustion,Mobile; Onroad
322032.5,PM,,,Combustion,Mobile; Onroad
3220330,PM,,,Combustion,Mobile; Onroad
32203C,PM,,,Combustion,Mobile; Onroad
3220410,PM,,,Combustion,Mobile; Onroad
322042.5,PM,,,Combustion,Mobile; Onroad
3220430,PM,,,Combustion,Mobile; Onroad
32204C,PM,,,Combustion,Mobile; Onroad
3220510,PM,,,Combustion,Mobile; Onroad
322052.5,PM,,,Combustion,Mobile; Onroad
3220530,PM,,,Combustion,Mobile; Onroad
32205C,PM,,,Combustion,Mobile; Onroad
3220610,PM,,,Combustion,Mobile; Onroad
322062.5,PM,,,Combustion,Mobile; Onroad
3220630,PM,,,Combustion,Mobile; Onroad
32206C,PM,,,Combustion,Mobile; Onroad
3220710,PM,,,Combustion,Mobile; Onroad
322072.5,PM,,,Combustion,Mobile; Onroad
3220730,PM,,,Combustion,Mobile; Onroad
32207C,PM,,,Combustion,Mobile; Onroad
3220810,PM,,,Combustion,Mobile; Onroad
322082.5,PM,,,Combustion,Mobile; Onroad
3220830,PM,,,Combustion,Mobile; Onroad
32208C,PM,,,Combustion,Mobile; Onroad
3221,PM,,,Combustion,Mobile; Onroad
3222,PM,,,Combustion,Mobile; Onroad
3223,PM,,,Combustion,Mobile; Onroad
3224,PM,,,Combustion,Mobile; Onroad
3225,PM,,,Combustion,Mobile; Onroad
3226,PM,,,Combustion,Mobile; Onroad
3227,PM,,,Combustion,Mobile; Onroad
3228,PM,,,Combustion,Mobile; Onroad
3229,PM,,,Combustion,Mobile; Onroad
3230,PM,,,Combustion,Mobile; Onroad
3231,PM,,,Chemical Reaction,Petrochemical; Catalytic Cracker
3232,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3233,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3234,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3235,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3236,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
3237,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
3238,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
3239,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
3240,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
3241,PM,,,Combustion,Biomass Burning; Agriculture
3242,PM,,,Combustion,Biomass Burning; Agriculture
3243,PM,,,Combustion,Biomass Burning; Agriculture
3244,PM,,,Combustion,Biomass Burning; Agriculture
3245,PM,,,Combustion,Biomass Burning; Agriculture
3246,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3247,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3248,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3249,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3250,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3251,PM,,,Combustion,Boiler
3252,PM,,,Combustion,Boiler
3253,PM,,,Combustion,Boiler
3254,PM,,,Combustion,Boiler
3255,PM,,,Combustion,Boiler
3256,PM,,,Combustion,Biomass Burning; Agriculture
3257,PM,,,Combustion,Biomass Burning; Agriculture
3258,PM,,,Combustion,Biomass Burning; Agriculture
3259,PM,,,Combustion,Biomass Burning; Agriculture
3260,PM,,,Combustion,Biomass Burning; Agriculture
3261,PM,,,Dust,Road
3262,PM,,,Dust,Road
3263,PM,,,Dust,Road
3264,PM,,,Dust,Road
3265,PM,,,Dust,Road
3266,PM,,,Combustion,Mobile; Onroad
3267,PM,,,Combustion,Mobile; Onroad
3268,PM,,,Combustion,Mobile; Onroad
3270,PM,,,Combustion,Mobile; Onroad
3271,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
3272,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
3273,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
3275,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove
3276,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3277,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3278,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3280,PM,,,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace
3281,PM,,,Combustion,Electric Generation; Incinerator
3282,PM,,,Combustion,Electric Generation; Incinerator
3283,PM,,,Combustion,Electric Generation; Incinerator
3284,PM,,,Combustion,Electric Generation; Incinerator
3285,PM,,,Combustion,Electric Generation; Incinerator
3286,PM,,,Combustion,Waste
3287,PM,,,Combustion,Waste
3288,PM,,,Combustion,Waste
3290,PM,,,Combustion,Waste
3291,PM,,,Combustion,Boiler
3292,PM,,,Combustion,Boiler
3293,PM,,,Combustion,Boiler
3295,PM,,,Combustion,Boiler
3296,PM,,,Dust,Agriculture
3297,PM,,,Dust,Agriculture
3298,PM,,,Dust,Agriculture
3299,PM,,,Dust,Agriculture
3300,PM,,,Dust,Agriculture
3300110,PM,,,Combustion,Mobile; Onroad
330012.5,PM,,,Combustion,Mobile; Onroad
3300130,PM,,,Combustion,Mobile; Onroad
33001C,PM,,,Combustion,Mobile; Onroad
3300210,PM,,,Combustion,Mobile; Onroad
330022.5,PM,,,Combustion,Mobile; Onroad
3300230,PM,,,Combustion,Mobile; Onroad
33002C,PM,,,Combustion,Mobile; Onroad
3300310,PM,,,Combustion,Mobile; Onroad
330032.5,PM,,,Combustion,Mobile; Onroad
3300330,PM,,,Combustion,Mobile; Onroad
33003C,PM,,,Combustion,Mobile; Onroad
3300410,PM,,,Combustion,Mobile; Onroad
330042.5,PM,,,Combustion,Mobile; Onroad
3300430,PM,,,Combustion,Mobile; Onroad
33004C,PM,,,Combustion,Mobile; Onroad
3300510,PM,,,Combustion,Mobile; Onroad
330052.5,PM,,,Combustion,Mobile; Onroad
3300530,PM,,,Combustion,Mobile; Onroad
33005C,PM,,,Combustion,Mobile; Onroad
3300610,PM,,,Combustion,Mobile; Onroad
330062.5,PM,,,Combustion,Mobile; Onroad
3300630,PM,,,Combustion,Mobile; Onroad
33006C,PM,,,Combustion,Mobile; Onroad
3300710,PM,,,Combustion,Mobile; Onroad
330072.5,PM,,,Combustion,Mobile; Onroad
3300730,PM,,,Combustion,Mobile; Onroad
33007C,PM,,,Combustion,Mobile; Onroad
3300810,PM,,,Combustion,Mobile; Onroad
330082.5,PM,,,Combustion,Mobile; Onroad
3300830,PM,,,Combustion,Mobile; Onroad
33008C,PM,,,Combustion,Mobile; Onroad
3300910,PM,,,Combustion,Mobile; Onroad
330092.5,PM,,,Combustion,Mobile; Onroad
3300930,PM,,,Combustion,Mobile; Onroad
33009C,PM,,,Combustion,Mobile; Onroad
3301,PM,,,Dust,Agriculture
3301010,PM,,,Combustion,Mobile; Onroad
330102.5,PM,,,Combustion,Mobile; Onroad
3301030,PM,,,Combustion,Mobile; Onroad
33010C,PM,,,Combustion,Mobile; Onroad
3301110,PM,,,Combustion,Mobile; Onroad
330112.5,PM,,,Combustion,Mobile; Onroad
3301130,PM,,,Combustion,Mobile; Onroad
33011C,PM,,,Combustion,Mobile; Onroad
3302,PM,,,Dust,Road
3302010,PM,,,Combustion,Mobile
330202.5,PM,,,Combustion,Mobile
3302030,PM,,,Combustion,Mobile
33020C,PM,,,Combustion,Mobile
3303,PM,,,Dust,Road
3304,PM,,,Dust,Road
3305,PM,,,Dust,Road
3306,PM,,,Dust,Agriculture
3307,PM,,,Dust,Agriculture
3308,PM,,,Dust,Agriculture
3309,PM,,,Dust,Agriculture
3310,PM,,,Dust,Agriculture
3311,PM,,,Dust,Agriculture
3312,PM,,,Dust,Agriculture
3313,PM,,,Dust,Agriculture
3314,PM,,,Dust,Agriculture
3315,PM,,,Dust,Agriculture
3316,PM,,,Dust,Geological
3317,PM,,,Dust,Geological
3318,PM,,,Dust,Geological
3319,PM,,,Dust,Geological
3320,PM,,,Dust,Geological
3321,PM,,,Dust,Road
3322,PM,,,Dust,Road
3323,PM,,,Dust,Road
3324,PM,,,Dust,Road
3325,PM,,,Dust,Road
3326,PM,,,Dust,Road
3327,PM,,,Dust,Road
3328,PM,,,Dust,Road
3329,PM,,,Dust,Road
3330,PM,,,Dust,Road
3331,PM,,,Dust,Agriculture
3332,PM,,,Dust,Agriculture
3333,PM,,,Dust,Agriculture
3334,PM,,,Dust,Agriculture
3335,PM,,,Dust,Agriculture
3336,PM,,,Dust,Agriculture
3337,PM,,,Dust,Agriculture
3338,PM,,,Dust,Agriculture
3339,PM,,,Dust,Agriculture
3340,PM,,,Dust,Agriculture
3341,PM,,,Dust,Road
3342,PM,,,Dust,Road
3343,PM,,,Dust,Road
3344,PM,,,Dust,Road
3345,PM,,,Dust,Road
3346,PM,,,Dust,Road
3347,PM,,,Dust,Road
3348,PM,,,Dust,Road
3349,PM,,,Dust,Road
3350,PM,,,Dust,Road
3351,PM,,,Dust,Road
3352,PM,,,Dust,Road
3353,PM,,,Dust,Road
3354,PM,,,Dust,Road
3355,PM,,,Dust,Road
3356,PM,,,Dust,Agriculture
3357,PM,,,Dust,Agriculture
3358,PM,,,Dust,Agriculture
3359,PM,,,Dust,Agriculture
3360,PM,,,Dust,Agriculture
3361,PM,,,Dust,Agriculture
3362,PM,,,Dust,Agriculture
3363,PM,,,Dust,Agriculture
3364,PM,,,Dust,Agriculture
3365,PM,,,Dust,Agriculture
3366,PM,,,Dust,Road
3367,PM,,,Dust,Road
3368,PM,,,Dust,Road
3369,PM,,,Dust,Road
3370,PM,,,Dust,Road
3371,PM,,,Dust,Road
3372,PM,,,Dust,Road
3373,PM,,,Dust,Road
3374,PM,,,Dust,Road
3375,PM,,,Dust,Road
3376,PM,,,Dust,Road
3377,PM,,,Dust,Road
3378,PM,,,Dust,Road
3379,PM,,,Dust,Road
3380,PM,,,Dust,Road
3381,PM,,,Dust,Road
3382,PM,,,Dust,Road
3383,PM,,,Dust,Road
3384,PM,,,Dust,Road
3385,PM,,,Dust,Road
3386,PM,,,Dust,Road
3387,PM,,,Dust,Road
3388,PM,,,Dust,Road
3389,PM,,,Dust,Road
3390,PM,,,Dust,Road
3391,PM,,,Dust,Agriculture
3392,PM,,,Dust,Agriculture
3393,PM,,,Dust,Agriculture
3394,PM,,,Dust,Agriculture
